Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
140, P-SLICE,  140, 34.17,       7992, 0,0.00,28.000,40.093, 48.454, 48.605, 42.202, 0.939455, 12.179,0, 139 138 137 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.12%,  0.00%,  0.50%, 2.24%,  0.50%,  0.75%,  1.12%, 13.18%,  0.00%,  0.00%,  0.12%,  1.24%, 49.38%, 20.90%,  3.86%,  6.09%, 26063.40, 1870.92, 6513.31, 27442.52 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.00%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.55%,0.00%, 0.57%, 2.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.05%,0.00%, 12.20%, 9.76%, 0.00%, 0.00%, 0.00%, 0.00%, 2.94%, 34.71%,0.00%, 35.29%, 27.06%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 19.0, 0.0, 66.0, 0.0, 24.0, 5.136, 127
141, P-SLICE,  141, 34.61,       7344, 0,0.00,28.000,40.100, 48.457, 48.586, 42.205, 0.939538, 12.185,0, 140 139 138 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.93%, 3.17%,  0.13%,  0.66%,  1.19%, 11.24%,  0.00%,  0.26%,  0.40%,  1.98%, 52.91%, 23.02%,  1.32%,  2.65%, 26033.39, 1871.94, 6510.74, 27003.56 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.24%,0.00%, 1.10%, 1.66%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 59.09%,0.00%, 31.82%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 27.34%,0.00%, 46.88%, 19.53%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 65.0, 0.0, 21.0, 5.636, 74
142, P-SLICE,  142, 35.56,        984, 0,0.00,28.000,40.101, 48.457, 48.586, 42.206, 0.939524, 12.184,0, 141 140 139 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.52%,  0.69%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 69.42%, 28.69%,  0.52%,  0.00%, 26021.96, 1872.04, 6520.99, 26025.44 , 17, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.51%,0.00%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.66%,0.00%, 2.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 11.0, 0.0, 59.0, 0.0, 15.0, 7.322, 152
143, P-SLICE,  143, 34.21,       7608, 0,0.00,28.000,40.098, 48.478, 48.573, 42.205, 0.939464, 12.180,0, 142 141 140 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.00%,  0.26%, 3.43%,  0.40%,  1.45%,  1.84%, 10.41%,  0.00%,  0.00%,  0.66%,  2.24%, 52.44%, 22.00%,  2.11%,  2.64%, 26046.18, 1871.26, 6511.64, 27113.97 , 18, 253, 118.60, 75, 150, 130.99, 89, 181, 129.24, 0.00%, 99.25%,0.00%, 0.00%, 0.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.82%,0.00%, 2.81%, 3.37%, 0.00%, 0.00%, 0.00%, 0.00%, 2.78%, 58.33%,0.00%, 16.67%, 22.22%, 0.00%, 0.00%, 0.00%, 0.00%, 1.69%, 31.36%,0.00%, 41.53%, 25.42%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 60.0, 0.0, 21.0, 5.578, 75
144, P-SLICE,  144, 34.21,       7608, 0,0.00,28.000,40.087, 48.460, 48.593, 42.197, 0.939372, 12.173,0, 143 142 141 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.93%, 2.27%,  1.07%,  0.67%,  1.33%, 11.07%,  0.00%,  0.27%,  0.53%,  1.33%, 52.53%, 22.53%,  1.87%,  3.47%, 26109.51, 1871.82, 6516.68, 27503.64 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.01%,0.00%, 0.75%, 1.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.16%,0.00%, 2.27%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64.29%,0.00%, 17.86%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%, 6.30%, 28.35%,0.00%, 36.22%, 29.13%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 61.0, 0.0, 23.0, 4.918, 157
145, P-SLICE,  145, 34.23,       7664, 0,0.00,28.000,40.086, 48.441, 48.596, 42.194, 0.939422, 12.177,0, 144 143 142 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.38%, 3.66%,  0.51%,  0.88%,  1.39%, 11.24%,  0.00%,  0.63%,  0.38%,  0.00%, 49.62%, 22.98%,  1.89%,  6.44%, 26117.43, 1874.96, 6503.02, 27315.26 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.99%,0.00%, 0.76%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.39%,0.00%, 3.09%, 0.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.07%,0.00%, 24.14%, 13.79%, 0.00%, 0.00%, 0.00%, 0.00%, 2.10%, 35.66%,0.00%, 34.97%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 18.0, 0.0, 62.0, 0.0, 23.0, 5.329, 110
146, P-SLICE,  146, 34.19,       8072, 0,0.00,28.000,40.092, 48.432, 48.576, 42.195, 0.939498, 12.182,0, 145 144 143 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.24%, 0.00%,  0.00%,  1.10%, 3.05%,  0.37%,  0.85%,  1.47%, 13.43%,  0.00%,  0.73%,  0.12%,  0.73%, 48.23%, 21.00%,  3.54%,  5.13%, 26082.43, 1880.99, 6495.61, 27417.39 , 18, 253, 118.61, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 99.25%,0.00%, 0.25%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.22%,0.00%, 1.62%, 2.16%, 0.00%, 0.00%, 0.00%, 0.00%, 4.55%, 68.18%,0.00%, 9.09%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 5.39%, 28.74%,0.00%, 33.53%, 32.34%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 63.0, 0.0, 22.0, 5.302, 114
147, P-SLICE,  147, 33.65,       9192, 0,0.00,28.000,40.111, 48.411, 48.593, 42.209, 0.939580, 12.188,0, 146 145 144 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.25%, 0.25%,  0.00%,  0.98%, 3.44%,  0.86%,  0.86%,  1.97%, 11.56%,  0.00%,  0.86%,  2.09%,  4.67%, 48.22%, 20.54%,  1.23%,  2.21%, 25979.84, 1883.22, 6498.58, 27355.93 , 17, 253, 118.61, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 98.25%,0.00%, 1.25%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.13%,0.00%, 2.76%, 1.10%, 0.00%, 0.00%, 0.00%, 0.00%, 4.44%, 60.00%,0.00%, 20.00%, 15.56%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 35.00%,0.00%, 33.12%, 25.62%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 69.0, 0.0, 23.0, 5.398, 74
148, P-SLICE,  148, 35.12,       1408, 0,0.00,28.000,40.113, 48.428, 48.599, 42.213, 0.939586, 12.189,0, 147 146 145 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.52%,  1.20%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 69.24%, 29.04%,  0.00%,  0.00%, 25942.62, 1876.65, 6514.19, 25957.74 , 18, 253, 118.61, 75, 150, 130.99, 89, 181, 129.24, 0.00%, 99.26%,0.00%, 0.25%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.02%,0.00%, 3.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 11.0, 0.0, 59.0, 0.0, 15.0, 7.076, 107
149, P-SLICE,  149, 34.24,       7640, 0,0.00,28.000,40.097, 48.441, 48.585, 42.201, 0.939436, 12.178,0, 148 147 146 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.63%, 3.16%,  0.38%,  0.76%,  1.52%, 11.87%,  0.00%,  0.51%,  0.25%,  0.25%, 50.13%, 21.59%,  2.15%,  6.69%, 26036.99, 1877.71, 6511.34, 27055.62 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.25%,0.00%, 0.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.69%,0.00%, 3.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.29%,0.00%, 29.03%, 9.68%, 0.00%, 0.00%, 0.00%, 0.00%, 3.87%, 35.48%,0.00%, 36.13%, 24.52%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 62.0, 0.0, 22.0, 5.149, 137
150, P-SLICE,  150, 34.24,       7752, 0,0.00,28.000,40.206, 48.430, 48.564, 42.279, 0.941423, 12.323,0, 149 148 147 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.26%,  0.00%,  0.13%, 3.67%,  0.52%,  0.52%,  1.31%, 10.76%,  0.00%,  0.13%,  0.39%,  2.76%, 52.36%, 21.92%,  1.31%,  3.94%, 25411.10, 1884.56, 6318.71, 26674.38 , 18, 253, 118.62, 75, 150, 131.03, 89, 180, 129.27, 0.00%, 99.01%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.67%,0.00%, 0.58%, 1.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.52%,0.00%, 21.74%, 21.74%, 0.00%, 0.00%, 0.00%, 0.00%, 2.21%, 37.50%,0.00%, 33.09%, 27.21%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 57.0, 0.0, 22.0, 5.156, 118
151, P-SLICE,  151, 34.25,       8472, 0,0.00,28.000,40.160, 48.431, 48.583, 42.246, 0.940781, 12.275,0, 150 149 148 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.38%, 3.04%,  0.76%,  0.25%,  2.15%, 12.55%,  0.00%,  0.63%,  0.38%,  2.79%, 50.19%, 20.79%,  2.53%,  3.55%, 25660.98, 1880.86, 6377.12, 27005.14 , 18, 253, 118.66, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 98.51%,0.00%, 0.00%, 1.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.83%,0.00%, 0.58%, 0.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.50%,0.00%, 22.50%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 1.97%, 32.89%,0.00%, 34.21%, 30.92%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 63.0, 0.0, 22.0, 5.220, 88
152, P-SLICE,  152, 34.22,       7824, 0,0.00,28.000,40.143, 48.415, 48.576, 42.231, 0.940357, 12.244,0, 151 150 149 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.75%, 2.39%,  0.50%,  0.63%,  2.64%, 13.46%,  0.00%,  0.38%,  0.25%,  0.88%, 49.56%, 22.52%,  2.39%,  3.52%, 25757.19, 1885.04, 6410.68, 27140.32 , 17, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 98.99%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.33%,0.00%, 1.07%, 1.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 45.24%, 4.76%, 0.00%, 0.00%, 0.00%, 0.00%, 4.70%, 23.49%,0.00%, 46.98%, 24.83%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 17.0, 0.0, 60.0, 0.0, 23.0, 5.373, 89
153, P-SLICE,  153, 34.23,       8144, 0,0.00,28.000,40.131, 48.426, 48.587, 42.225, 0.940074, 12.224,0, 152 151 150 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 2.68%,  0.38%,  0.26%,  2.55%, 12.13%,  0.00%,  0.00%,  0.00%,  0.00%, 50.83%, 22.22%,  2.30%,  6.51%, 25851.01, 1880.59, 6437.61, 27089.91 , 18, 253, 118.63, 75, 150, 131.00, 89, 181, 129.25, 0.00%, 99.25%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.86%,0.00%, 1.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.37%,0.00%, 28.95%, 23.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.68%, 34.69%,0.00%, 37.41%, 27.21%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 65.0, 0.0, 22.0, 5.409, 86
154, P-SLICE,  154, 36.00,        768, 0,0.00,28.000,40.131, 48.426, 48.587, 42.225, 0.940073, 12.224,0, 153 152 151 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.35%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 70.29%, 29.36%,  0.00%,  0.00%, 25844.05, 1878.61, 6445.35, 25844.05 , 18, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.84%,0.00%, 1.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 13.0, 0.0, 62.0, 0.0, 17.0, 7.360, 182
155, P-SLICE,  155, 34.32,       8168, 0,0.00,28.000,40.123, 48.426, 48.550, 42.214, 0.940019, 12.220,0, 154 153 152 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.76%, 2.78%,  0.00%,  0.00%,  1.89%, 13.13%,  0.00%,  0.38%,  0.51%,  1.01%, 50.51%, 22.22%,  2.78%,  3.91%, 25897.64, 1886.78, 6436.63, 27595.05 , 18, 253, 118.62, 75, 150, 130.99, 89, 180, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.41%,0.00%, 34.15%, 2.44%, 0.00%, 0.00%, 0.00%, 0.00%, 4.67%, 26.00%,0.00%, 35.33%, 34.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 57.0, 0.0, 23.0, 5.580, 32
156, P-SLICE,  156, 33.90,      12112, 0,0.00,28.000,40.177, 48.431, 48.677, 42.271, 0.940455, 12.252,0, 155 154 153 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.11%, 0.00%,  0.00%,  0.86%, 3.34%,  3.24%,  3.24%,  1.51%, 12.30%,  0.00%,  2.05%,  0.65%,  0.97%, 36.79%, 25.89%,  3.67%,  5.39%, 25668.44, 1858.90, 6169.62, 27678.28 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 91.91%,0.00%, 4.04%, 4.04%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.62%,0.00%, 5.19%, 5.19%, 0.00%, 0.00%, 0.00%, 0.00%, 1.82%, 72.73%,0.00%, 10.91%, 14.55%, 0.00%, 0.00%, 0.00%, 0.00%, 4.42%, 32.60%,0.00%, 34.25%, 28.73%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 5.0, 23.0, 1.0, 72.0, 0.0, 34.0, 5.247, 70
157, P-SLICE,  157, 34.04,       9672, 0,0.00,28.000,40.179, 48.452, 48.709, 42.280, 0.940200, 12.233,0, 156 155 154 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.11%, 0.00%,  0.00%,  0.68%, 2.15%,  1.24%,  1.24%,  1.58%, 13.67%,  0.00%,  0.68%,  0.90%,  1.81%, 41.69%, 27.01%,  2.49%,  4.75%, 25607.71, 1848.83, 6232.58, 27017.32 , 17, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 97.11%,0.00%, 2.89%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.70%,0.00%, 3.12%, 1.17%, 0.00%, 0.00%, 0.00%, 0.00%, 2.22%, 66.67%,0.00%, 13.33%, 17.78%, 0.00%, 0.00%, 0.00%, 0.00%, 3.24%, 31.35%,0.00%, 46.49%, 18.92%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 19.0, 0.0, 71.0, 0.0, 24.0, 5.184, 118
158, P-SLICE,  158, 34.26,       8272, 0,0.00,28.000,40.164, 48.442, 48.711, 42.267, 0.940121, 12.227,0, 157 156 155 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.12%,  0.00%,  0.12%, 0.00%,  0.00%,  1.19%, 1.43%,  0.84%,  1.19%,  1.43%, 12.66%,  0.00%,  0.48%,  0.48%,  3.11%, 45.28%, 26.64%,  1.43%,  3.58%, 25641.73, 1851.39, 6251.61, 26754.44 , 18, 253, 117.65, 75, 150, 130.97, 89, 181, 129.23, 0.00%, 98.19%,0.00%, 1.55%, 0.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.78%,0.00%, 3.80%, 0.42%, 0.00%, 0.00%, 0.00%, 0.00%, 6.67%, 53.33%,0.00%, 30.00%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.81%, 32.56%,0.00%, 38.37%, 23.26%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 67.0, 0.0, 23.0, 5.162, 170
159, P-SLICE,  159, 34.25,       8272, 0,0.00,28.000,40.176, 48.442, 48.721, 42.277, 0.940127, 12.228,0, 158 157 156 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.38%, 2.66%,  0.63%,  0.76%,  1.14%, 13.81%,  0.00%,  0.38%,  0.63%,  4.06%, 50.19%, 21.42%,  1.52%,  2.41%, 25571.65, 1847.66, 6256.37, 26710.28 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 98.75%,0.00%, 1.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.63%,0.00%, 2.25%, 1.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.38%,0.00%, 19.23%, 15.38%, 0.00%, 0.00%, 0.00%, 0.00%, 1.84%, 31.29%,0.00%, 46.01%, 20.86%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 19.0, 0.0, 68.0, 0.0, 24.0, 5.327, 124
160, P-SLICE,  160, 35.59,        816, 0,0.00,28.000,40.172, 48.442, 48.721, 42.274, 0.940107, 12.226,0, 159 158 157 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.53%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 71.96%, 27.51%,  0.00%,  0.00%, 25574.03, 1847.16, 6269.80, 25574.60 , 18, 253, 117.65, 75, 150, 130.97, 89, 180, 129.23, 0.00%, 99.27%,0.00%, 0.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 59.0, 0.0, 17.0, 7.142, 194
161, P-SLICE,  161, 34.24,       9200, 0,0.00,28.000,40.173, 48.440, 48.741, 42.278, 0.940050, 12.222,0, 160 159 158 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.25%, 0.00%,  0.00%,  1.38%, 3.38%,  0.25%,  0.50%,  2.13%, 13.53%,  0.00%,  0.75%,  1.88%,  2.13%, 50.00%, 20.43%,  1.75%,  1.63%, 25593.52, 1844.77, 6272.62, 27116.69 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 99.75%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.69%,0.00%, 1.73%, 0.58%, 0.00%, 0.00%, 0.00%, 0.00%, 4.17%, 60.42%,0.00%, 16.67%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%, 7.38%, 20.13%,0.00%, 38.93%, 33.56%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 67.0, 0.0, 22.0, 5.304, 103
162, P-SLICE,  162, 33.96,      12928, 0,0.00,28.000,40.081, 48.412, 48.578, 42.184, 0.939331, 12.170,0, 161 160 159 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.10%, 0.42%,  0.00%,  0.73%, 3.65%,  3.33%,  3.33%,  2.60%, 12.40%,  0.00%,  0.94%,  0.42%,  1.88%, 34.69%, 27.81%,  4.69%,  3.02%, 26386.49, 1885.45, 6393.04, 27932.38 , 17, 253, 118.63, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 91.23%,0.00%, 3.01%, 5.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.61%,0.00%, 4.87%, 5.52%, 0.00%, 0.00%, 0.00%, 0.00%, 1.33%, 65.33%,0.00%, 20.00%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 6.21%, 26.55%,0.00%, 44.63%, 22.60%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 7.0, 21.0, 0.0, 80.0, 0.0, 34.0, 4.989, 144
163, P-SLICE,  163, 34.26,      10072, 0,0.00,28.000,40.059, 48.423, 48.584, 42.170, 0.939226, 12.163,0, 162 161 160 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.82%, 3.16%,  1.64%,  1.99%,  1.64%, 10.53%,  0.00%,  1.75%,  1.29%,  3.27%, 43.16%, 24.80%,  3.16%,  2.81%, 26381.17, 1880.73, 6394.00, 28033.86 , 18, 253, 118.63, 75, 150, 130.99, 89, 181, 129.24, 0.00%, 96.34%,0.00%, 1.04%, 2.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.03%,0.00%, 5.33%, 1.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.08%,0.00%, 17.31%, 9.62%, 0.00%, 0.00%, 0.00%, 0.00%, 4.70%, 34.90%,0.00%, 34.90%, 25.50%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 20.0, 0.0, 68.0, 0.0, 25.0, 5.133, 111
