Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
116, b-SLICE,  114, 34.00,       2592, 0,3.40,40.629, 49.151, 49.241, 42.771, 0.948433, 12.876,32, 112 109 ,115 117 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.37%, 0.00%,  0.74%,  0.18%,  2.58%,  4.79%,  0.00%,  0.37%,  0.00%,  0.18%, 81.22%,  1.10%,  2.76%,  5.71%, 23078.53, 1602.80, 5917.16, 23574.78 , 18, 253, 118.61, 75, 150, 131.00, 89, 179, 129.24, 0.00%, 99.10%,0.00%, 0.67%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.89%,0.00%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.72%,0.00%, 41.38%, 6.90%, 0.00%, 0.00%, 0.00%, 0.00%, 3.33%, 53.33%,0.00%, 36.67%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 33.0, 15.0, 41.0, 1.0, 353.0, 2.211, 16
117, b-SLICE,  116, 34.00,       2120, 0,5.18,40.652, 49.174, 49.257, 42.793, 0.948528, 12.884,31, 115 112 109 ,117 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.38%, 0.00%,  0.00%,  0.75%,  1.32%,  3.01%,  0.00%,  0.00%,  1.69%,  2.26%, 83.80%,  1.32%,  1.32%,  3.95%, 22949.29, 1595.54, 5921.22, 23229.24 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.64%,0.00%, 27.27%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.57%,0.00%, 30.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.77%, 63.46%,0.00%, 23.08%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 36.0, 14.0, 33.0, 1.0, 317.0, 2.247, 8
118, P-SLICE,  118, 32.00,       1056, 0,40.10,40.693, 49.162, 49.265, 42.823, 0.948626, 12.893,30, 117 115 112 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.63%,  0.63%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 93.67%,  2.95%,  1.90%,  0.00%, 22741.43, 1596.30, 5896.15, 22759.43 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.55%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 82.35%,0.00%, 0.00%, 17.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 8.33%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 28.0, 0.0, 35.0, 0.0, 313.0, 5.047, 22
119, P-SLICE,  123, 32.00,       6552, 0,4.97,40.711, 49.179, 49.198, 42.830, 0.949034, 12.927,26, 118 117 115 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.32%, 0.32%,  0.32%,  2.70%, 0.00%,  0.63%,  1.90%,  1.27%, 13.17%,  0.00%,  0.00%,  0.32%,  1.59%, 69.21%,  2.22%,  1.11%,  4.76%, 22684.71, 1606.65, 5854.75, 26198.65 , 18, 253, 118.62, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.09%,0.00%, 0.46%, 0.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.85%,0.00%, 15.38%, 30.77%, 0.00%, 0.00%, 0.00%, 0.00%, 15.00%, 45.00%,0.00%, 10.00%, 30.00%, 0.00%, 0.00%, 0.00%, 0.00%, 14.58%, 27.78%,0.00%, 35.42%, 22.22%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 10.0, 0.0, 15.0, 0.0, 33.0, 0.0, 264.0, 4.589, 41
120, B-SLICE,  121, 33.00,       3624, 0,5.00,40.722, 49.180, 49.227, 42.842, 0.949602, 12.976,29, 118 117 115 ,123 , 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.71%, 0.00%,  2.29%,  0.71%,  1.76%,  9.88%,  0.00%,  0.53%,  0.00%,  0.00%, 76.01%,  1.06%,  1.23%,  5.64%, 22604.54, 1600.17, 5797.91, 23454.19 , 18, 253, 118.67, 75, 150, 131.01, 89, 180, 129.24, 0.00%, 97.07%,0.00%, 0.45%, 2.48%, 0.00%, 0.00%, 0.00%, 0.00%, 7.14%, 64.29%,0.00%, 14.29%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.18%,0.00%, 58.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.35%, 34.78%,0.00%, 39.13%, 21.74%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 41.0, 11.0, 64.0, 0.0, 309.0, 3.029, 79
121, b-SLICE,  119, 34.00,       2216, 0,4.99,40.642, 49.169, 49.248, 42.783, 0.948484, 12.881,32, 118 115 ,121 123 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.37%, 0.00%,  0.37%,  0.37%,  2.04%,  5.19%,  0.00%,  0.19%,  1.30%,  2.41%, 81.85%,  2.04%,  1.48%,  2.22%, 23013.65, 1598.27, 5924.21, 23462.24 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.55%,0.00%, 0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.71%,0.00%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.69%,0.00%, 26.92%, 15.38%, 0.00%, 0.00%, 0.00%, 0.00%, 5.36%, 44.64%,0.00%, 30.36%, 19.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 5.0, 36.0, 29.0, 39.0, 9.0, 350.0, 1.891, 4
122, b-SLICE,  120, 34.00,       2416, 0,4.24,40.738, 49.121, 49.198, 42.843, 0.949946, 13.006,32, 118 115 ,121 123 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.19%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.57%,  2.49%,  5.17%,  0.00%,  0.00%,  0.19%,  1.34%, 85.25%,  0.96%,  0.96%,  2.68%, 22502.95, 1616.78, 5761.52, 23522.30 , 18, 253, 118.63, 75, 150, 131.04, 89, 180, 129.26, 0.00%, 99.78%,0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.00%, 30.00%,0.00%, 45.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.75%,0.00%, 35.42%, 20.83%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 51.0, 29.0, 38.0, 10.0, 358.0, 1.916, 5
123, b-SLICE,  122, 34.00,       2032, 0,5.15,40.662, 49.172, 49.224, 42.796, 0.949159, 12.938,31, 121 118 115 ,123 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.19%, 0.00%,  0.39%,  0.39%,  1.73%,  3.66%,  0.00%,  0.00%,  0.00%,  0.00%, 85.55%,  1.16%,  2.12%,  4.62%, 22895.63, 1601.99, 5858.16, 23272.27 , 19, 253, 118.66, 75, 150, 131.00, 89, 180, 129.23, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 4.76%, 52.38%,0.00%, 33.33%, 9.52%, 0.00%, 0.00%, 0.00%, 0.00%, 2.27%, 54.55%,0.00%, 34.09%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 51.0, 26.0, 45.0, 8.0, 323.0, 1.876, 47
124, P-SLICE,  124, 32.00,       1032, 0,39.91,40.719, 49.179, 49.198, 42.837, 0.949055, 12.929,30, 123 121 118 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.21%,  0.21%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%, 94.69%,  1.70%,  2.12%,  0.64%, 22582.43, 1605.39, 5854.07, 22608.06 , 18, 253, 118.62, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.78%,0.00%, 0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.89%,0.00%, 0.00%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 90.91%,0.00%, 0.00%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 6.0, 0.0, 23.0, 0.0, 30.0, 0.0, 319.0, 6.467, 59
125, P-SLICE,  129, 32.00,       7808, 0,5.15,40.663, 49.135, 49.189, 42.788, 0.948549, 12.886,26, 124 123 121 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.16%,  0.00%,  0.63%, 0.47%,  0.31%,  3.93%, 0.00%,  1.42%,  0.79%,  2.83%, 12.74%,  0.00%,  0.16%,  0.31%,  0.63%, 67.77%,  2.67%,  1.26%,  3.93%, 22945.31, 1616.46, 5897.99, 26588.44 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 97.95%,0.00%, 0.23%, 1.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.26%,0.00%, 0.00%, 21.74%, 0.00%, 0.00%, 0.00%, 0.00%, 15.15%, 30.30%,0.00%, 36.36%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 21.43%, 20.71%,0.00%, 40.00%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11.0, 0.0, 27.0, 0.0, 62.0, 0.0, 281.0, 3.947, 37
126, B-SLICE,  127, 33.00,       3776, 0,5.16,40.661, 49.142, 49.209, 42.789, 0.948660, 12.895,29, 124 123 121 ,129 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%, 0.17%,  0.00%,  0.17%, 0.00%,  0.00%,  0.34%,  2.86%, 10.10%,  0.00%,  0.51%,  1.01%,  0.67%, 74.41%,  1.85%,  2.69%,  5.05%, 22917.40, 1610.28, 5895.61, 23755.99 , 18, 253, 118.60, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 55.00%,0.00%, 35.00%, 7.50%, 0.00%, 0.00%, 0.00%, 0.00%, 2.08%, 35.42%,0.00%, 39.58%, 22.92%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 2.0, 42.0, 21.0, 54.0, 5.0, 318.0, 2.227, 37
127, b-SLICE,  125, 34.00,       2504, 0,4.91,40.656, 49.157, 49.189, 42.786, 0.948803, 12.908,32, 124 121 ,127 129 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.18%,  2.38%,  4.76%,  0.00%,  0.37%,  0.55%,  0.18%, 80.95%,  2.20%,  4.40%,  3.85%, 22924.96, 1610.96, 5882.97, 23597.87 , 18, 253, 118.61, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.77%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.33%,0.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.50%,0.00%, 27.50%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.83%,0.00%, 39.58%, 14.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 13.0, 34.0, 25.0, 43.0, 4.0, 362.0, 2.049, 12
128, b-SLICE,  126, 34.00,       2600, 0,4.90,40.649, 49.168, 49.231, 42.786, 0.948693, 12.898,32, 124 121 ,127 129 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  1.13%,  2.45%,  3.58%,  0.00%,  1.13%,  1.32%,  0.38%, 83.24%,  1.13%,  1.88%,  3.58%, 22967.59, 1601.37, 5889.12, 23547.91 , 18, 253, 118.61, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 27.78%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.67%,0.00%, 36.67%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.50%,0.00%, 32.50%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 8.0, 50.0, 25.0, 37.0, 6.0, 371.0, 2.107, 10
129, b-SLICE,  128, 34.00,       1808, 0,5.17,40.652, 49.164, 49.210, 42.785, 0.948670, 12.896,31, 127 124 121 ,129 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.19%,  0.00%,  0.00%, 0.00%,  0.00%,  1.15%,  1.53%,  3.26%,  0.00%,  0.57%,  0.77%,  0.96%, 84.87%,  2.30%,  1.15%,  3.26%, 22941.85, 1605.88, 5902.72, 23222.83 , 18, 253, 118.60, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.43%,0.00%, 28.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.56%,0.00%, 33.33%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 55.00%,0.00%, 25.00%, 17.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 49.0, 19.0, 44.0, 3.0, 337.0, 2.524, 18
130, P-SLICE,  130, 32.00,       1464, 0,40.09,40.683, 49.140, 49.189, 42.803, 0.948608, 12.891,30, 129 127 124 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.84%,  0.84%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 93.08%,  3.56%,  1.68%,  0.00%, 22787.20, 1614.17, 5914.84, 22854.02 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.95%,0.00%, 0.00%, 19.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 8.33%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 7.0, 0.0, 27.0, 0.0, 37.0, 0.0, 333.0, 6.949, 32
131, P-SLICE,  135, 32.00,       8712, 0,5.11,40.629, 49.116, 49.111, 42.750, 0.948453, 12.878,26, 130 129 127 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.46%, 0.46%,  0.31%,  3.38%, 0.00%,  0.77%,  1.38%,  2.76%, 14.13%,  0.00%,  0.00%,  0.61%,  2.46%, 66.82%,  2.00%,  1.23%,  3.23%, 23147.14, 1639.15, 5910.21, 28753.44 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.09%,0.00%, 0.23%, 0.91%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 59.09%,0.00%, 22.73%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 9.09%, 36.36%,0.00%, 21.21%, 33.33%, 0.00%, 0.00%, 0.00%, 0.00%, 17.31%, 23.72%,0.00%, 34.62%, 24.36%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 12.0, 0.0, 18.0, 0.0, 43.0, 0.0, 281.0, 4.931, 71
132, B-SLICE,  133, 33.00,       3448, 0,5.11,40.622, 49.131, 49.141, 42.750, 0.948437, 12.877,29, 130 129 127 ,135 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.52%, 0.00%,  0.17%,  0.52%,  3.32%,  7.50%,  0.00%,  0.52%,  0.52%,  0.00%, 76.96%,  2.27%,  1.75%,  5.93%, 23120.35, 1624.97, 5918.56, 24115.98 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.21%,0.00%, 10.53%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.62%,0.00%, 37.50%, 21.88%, 0.00%, 0.00%, 0.00%, 0.00%, 3.75%, 42.50%,0.00%, 32.50%, 21.25%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 24.0, 10.0, 38.0, 0.0, 314.0, 2.713, 44
133, b-SLICE,  131, 34.00,       2128, 0,5.02,40.606, 49.173, 49.182, 42.749, 0.948406, 12.874,32, 130 127 ,133 135 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.19%,  0.37%,  1.30%,  4.28%,  0.00%,  0.37%,  0.93%,  1.68%, 82.50%,  2.05%,  1.86%,  4.28%, 23195.65, 1609.39, 5925.45, 23647.40 , 18, 253, 118.59, 76, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.67%,0.00%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.18%,0.00%, 27.27%, 4.55%, 0.00%, 0.00%, 0.00%, 0.00%, 1.79%, 57.14%,0.00%, 28.57%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 4.0, 35.0, 17.0, 31.0, 2.0, 368.0, 2.418, 7
134, b-SLICE,  132, 34.00,       2520, 0,4.98,40.602, 49.136, 49.162, 42.739, 0.948394, 12.873,32, 130 127 ,133 135 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.38%, 0.00%,  0.00%,  1.14%,  3.81%,  1.71%,  0.00%,  0.00%,  0.38%,  0.76%, 84.19%,  3.24%,  1.14%,  3.24%, 23217.70, 1620.04, 5922.73, 23717.45 , 17, 253, 118.58, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.91%,0.00%, 17.39%, 8.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 28.57%,0.00%, 64.29%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 65.62%,0.00%, 21.88%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 51.0, 17.0, 39.0, 4.0, 370.0, 2.733, 17
135, b-SLICE,  134, 34.00,       1648, 0,5.14,40.604, 49.134, 49.146, 42.738, 0.948304, 12.865,31, 133 130 127 ,135 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.39%, 0.00%,  0.20%,  0.39%,  1.37%,  2.16%,  0.00%,  0.39%,  0.39%,  0.00%, 86.86%,  2.55%,  2.35%,  2.94%, 23189.79, 1623.46, 5946.89, 23390.23 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.24%,0.00%, 11.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 19.05%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 7.14%, 53.57%,0.00%, 28.57%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 51.0, 13.0, 43.0, 1.0, 340.0, 2.769, 63
136, P-SLICE,  136, 32.00,       1144, 0,40.08,40.638, 49.121, 49.117, 42.759, 0.948483, 12.880,30, 135 133 130 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.49%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 94.27%,  3.40%,  0.64%,  0.00%, 23010.26, 1631.23, 5927.36, 23042.52 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.57%,0.00%, 0.00%, 30.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 17.0, 1.0, 24.0, 0.0, 25.0, 0.0, 335.0, 6.176, 45
137, P-SLICE,  141, 32.00,       8352, 0,5.13,40.616, 49.124, 49.112, 42.742, 0.948363, 12.870,26, 136 135 133 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.16%,  0.00%,  0.63%, 0.78%,  0.47%,  3.60%, 0.00%,  0.78%,  1.41%,  1.72%, 11.89%,  0.00%,  0.47%,  0.63%,  1.56%, 67.92%,  2.35%,  2.03%,  3.60%, 23190.57, 1633.30, 5937.14, 27631.00 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.09%,0.00%, 0.00%, 1.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 14.81%, 18.52%, 0.00%, 0.00%, 0.00%, 0.00%, 15.15%, 51.52%,0.00%, 15.15%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 22.14%, 23.57%,0.00%, 32.86%, 21.43%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 13.0, 0.0, 22.0, 0.0, 48.0, 0.0, 277.0, 4.540, 47
138, B-SLICE,  139, 33.00,       4432, 0,5.13,40.582, 49.083, 49.107, 42.710, 0.948227, 12.859,29, 136 135 133 ,141 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.51%, 0.00%,  0.17%,  0.17%,  2.56%, 10.60%,  0.00%,  0.00%,  0.17%,  4.79%, 75.73%,  1.88%,  0.85%,  2.39%, 23360.37, 1640.30, 5949.85, 24793.76 , 18, 253, 118.59, 75, 150, 131.00, 90, 180, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.67%,0.00%, 0.00%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 28.57%,0.00%, 57.14%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 3.70%, 38.89%,0.00%, 36.11%, 21.30%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 5.0, 32.0, 14.0, 51.0, 1.0, 321.0, 3.422, 35
139, b-SLICE,  137, 34.00,       2280, 0,4.97,40.584, 49.120, 49.116, 42.717, 0.948294, 12.865,32, 136 133 ,139 141 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.37%,  1.86%,  4.28%,  0.00%,  0.00%,  1.12%,  2.42%, 82.68%,  1.49%,  1.86%,  3.72%, 23324.88, 1631.44, 5958.07, 23997.52 , 18, 253, 118.60, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 99.78%,0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.54%,0.00%, 26.92%, 11.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.93%,0.00%, 30.36%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 25.0, 19.0, 32.0, 5.0, 369.0, 2.156, 0
